time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-12T10:14:00.930Z,19.1661,121.1678,34.95,4.5,mb,,121,3.634,0.79,us,us2000hhku,2018-10-04T11:22:06.040Z,"61km N of Namuac, Philippines",earthquake,6.7,5.1,0.078,48,reviewed,us,us
2018-09-12T07:27:50.190Z,-5.2755,102.3876,42.9,5.1,mb,,67,1.07,1.02,us,us2000hdbf,2018-10-08T13:41:56.040Z,"154km W of Kuripan, Indonesia",earthquake,7.1,5.6,0.063,82,reviewed,us,us
2018-09-12T06:29:53.110Z,12.153,-86.8298,103,5.4,mww,,28,0.581,1.34,us,us2000hdas,2018-10-08T12:38:31.817Z,"26km SW of La Paz Centro, Nicaragua",earthquake,3.4,1.9,0.042,54,reviewed,us,us
2018-09-12T06:21:48.430Z,36.1275,31.0886,49.3,5.3,mww,,51,1.135,1.28,us,us2000hdam,2018-10-08T12:09:48.772Z,"65km SE of Tekirova, Turkey",earthquake,5.4,4.8,0.053,34,reviewed,us,us
2018-09-12T05:49:59.770Z,54.6773,142.761,10,4.7,mb,,93,6.564,1.05,us,us2000hda3,2018-10-08T12:02:19.040Z,"123km N of Okha, Russia",earthquake,10.6,1.9,0.064,73,reviewed,us,us
2018-09-12T05:39:42.940Z,-24.0673,-175.3771,39.35,4.6,mb,,98,7.097,0.79,us,us2000hhkh,2018-10-09T07:30:55.040Z,"South of Tonga",earthquake,9.7,4.4,0.147,20,reviewed,us,us
2018-09-12T04:50:46.670Z,26.374,90.1647,10,5.3,mww,,22,1.721,0.84,us,us2000hd8v,2018-09-17T13:59:48.673Z,"7km NE of Sapatgram, India",earthquake,5.9,1.7,0.078,16,reviewed,us,us
2018-09-12T02:35:26.690Z,14.8462,-94.0518,23.95,4.8,mb,,159,1.172,1.39,us,us2000hd7p,2018-10-09T22:40:10.094Z,"125km SSW of Tres Picos, Mexico",earthquake,4.2,4.7,0.029,381,reviewed,us,us
2018-09-12T01:56:30.110Z,-34.8318,-179.0815,10,4.5,mb,,192,3.447,0.93,us,us2000hhkd,2018-10-02T01:29:31.040Z,"South of the Kermadec Islands",earthquake,13,1.9,0.145,14,reviewed,us,us
2018-09-12T00:45:25.830Z,24.1454,123.6824,23.57,4.6,mb,,95,0.691,0.73,us,us2000hhkc,2018-10-02T01:04:29.040Z,"53km WSW of Ishigaki, Japan",earthquake,6.9,5.6,0.11,25,reviewed,us,us
2018-09-12T00:28:09.050Z,45.6083,150.0151,80.69,5.1,mb,,101,5.207,1.2,us,us2000hd70,2018-10-02T00:52:32.040Z,"171km ENE of Kuril'sk, Russia",earthquake,5.5,5.6,0.023,608,reviewed,us,us
2018-09-11T23:45:08.780Z,36.3149,76.293,76.11,4.5,mb,,80,3.637,0.91,us,us2000hd6d,2018-10-01T22:56:40.040Z,"128km NNE of Skardu, Pakistan",earthquake,6.9,7.6,0.07,59,reviewed,us,us
2018-09-11T21:54:08.820Z,-18.7512,168.7141,142.39,4.5,mb,,187,2.447,0.57,us,us2000hh6r,2018-10-03T02:53:11.040Z,"105km NNW of Isangel, Vanuatu",earthquake,12.5,3.1,0.171,10,reviewed,us,us
2018-09-11T19:07:26.480Z,1.6419,127.3861,155.05,4.5,mb,,62,0.864,0.86,us,us2000hd0a,2018-10-06T17:00:26.040Z,"70km W of Tobelo, Indonesia",earthquake,7.2,4.5,0.049,120,reviewed,us,us
2018-09-11T16:34:47.840Z,36.503,71.0343,161.49,4.6,mb,,74,0.722,0.96,us,us2000hcsx,2018-09-20T16:51:00.040Z,"43km SSE of Jarm, Afghanistan",earthquake,7.3,5.9,0.098,31,reviewed,us,us
2018-09-11T15:49:12.750Z,-28.6589,-176.073,10,4.5,mb,,162,1.728,0.96,us,us2000hh6e,2018-09-20T16:33:43.040Z,"190km ENE of Raoul Island, New Zealand",earthquake,10.8,1.9,0.145,14,reviewed,us,us
2018-09-11T15:14:08.930Z,-54.1983,-146.6924,10,5.4,mww,,47,28.788,0.81,us,us2000hcpc,2018-09-20T15:41:17.040Z,"Pacific-Antarctic Ridge",earthquake,12.9,1.8,0.103,9,reviewed,us,us
2018-09-11T15:09:27.250Z,-54.2289,-146.6434,10,5.3,mww,,45,28.768,0.78,us,us2000hcpd,2018-09-20T15:38:34.040Z,"Pacific-Antarctic Ridge",earthquake,12.8,1.8,0.11,8,reviewed,us,us
2018-09-11T15:08:49.030Z,30.4041,131.0237,35,4.8,mb,,108,2.715,0.79,us,us2000hcnz,2018-09-20T15:36:13.040Z,"36km S of Nishinoomote, Japan",earthquake,7.7,2,0.064,74,reviewed,us,us
2018-09-11T14:26:15.550Z,-22.5742,-176.8773,159.38,4.5,mb,,117,6.764,0.69,us,us2000hh6c,2018-09-20T15:20:23.040Z,"230km SW of Vaini, Tonga",earthquake,13.6,5.5,0.096,32,reviewed,us,us
2018-09-11T14:18:17.060Z,30.3898,131.0138,35,4.6,mb,,132,2.729,0.7,us,us2000hcmp,2018-09-20T14:35:52.040Z,"38km S of Nishinoomote, Japan",earthquake,7.6,2,0.103,28,reviewed,us,us
2018-09-11T13:25:58.100Z,41.2473,142.3869,42.63,4.9,mww,,124,0.96,0.78,us,us2000hclq,2018-09-20T14:11:08.656Z,"98km E of Mutsu, Japan",earthquake,6.3,5.4,0.071,19,reviewed,us,us
2018-09-11T13:20:52.510Z,39.6445,132.1629,510.33,4.5,mb,,80,3.978,0.79,us,us2000hcln,2018-09-20T14:07:54.040Z,"282km ESE of Kilju, North Korea",earthquake,5.8,5,0.045,144,reviewed,us,us
2018-09-11T09:25:49.060Z,-17.7948,179.9525,624.03,4.5,mb,,119,1.81,1.03,us,us2000hciw,2018-09-11T09:47:29.040Z,"164km ENE of Suva, Fiji",earthquake,12.5,7.7,0.031,304,reviewed,us,us
2018-09-11T06:56:43.730Z,-23.0674,-178.0853,326.56,4.5,mb,,116,6.415,1.44,us,us2000hcgf,2018-10-09T07:05:41.040Z,"275km SSE of Ndoi Island, Fiji",earthquake,10.9,8.3,0.06,82,reviewed,us,us
2018-09-11T06:42:57.190Z,-0.8176,121.9479,30.95,4.7,mb,,71,0.853,0.81,us,us2000hcga,2018-10-08T11:50:19.040Z,"94km W of Luwuk, Indonesia",earthquake,6.6,7.1,0.117,22,reviewed,us,us
2018-09-11T04:43:26.130Z,23.8374,121.5447,4.29,4.7,mb,,138,0.338,0.52,us,us2000hcel,2018-09-15T00:43:01.985Z,"16km SSW of Hualian, Taiwan",earthquake,1.8,5.2,0.066,70,reviewed,us,us
2018-09-11T04:40:29.150Z,-5.6197,152.0809,64.25,4.6,mb,,189,1.421,0.79,us,us2000hcei,2018-09-11T04:59:30.040Z,"141km S of Kokopo, Papua New Guinea",earthquake,11.6,9.6,0.095,33,reviewed,us,us
2018-09-11T00:58:49.270Z,-7.1668,-13.0568,10,4.7,mb,,55,1.499,0.78,us,us2000hh5g,2018-10-01T21:56:39.040Z,"172km ENE of Georgetown, Saint Helena",earthquake,8.7,1.6,0.084,43,reviewed,us,us
2018-09-10T23:02:56.060Z,37.2304,30.6131,108.14,5.1,mwr,,25,0.617,0.62,us,us2000hc6y,2018-10-06T23:08:43.905Z,"25km S of Bucak, Turkey",earthquake,5.2,3.7,0.066,22,reviewed,us,us
2018-09-10T21:55:19.840Z,-12.834,122.6898,10,4.5,mb,,73,3.428,0.97,us,us2000hc5a,2018-10-01T02:00:32.040Z,"South of Timor",earthquake,6.7,1.9,0.156,12,reviewed,us,us
2018-09-10T21:05:47.240Z,-21.7934,-176.2651,164.81,4.5,mb,,113,6.528,0.76,us,us2000hgs2,2018-10-01T01:48:54.040Z,"128km WSW of Vaini, Tonga",earthquake,14.2,9.5,0.116,22,reviewed,us,us
2018-09-10T20:47:26.570Z,-22.4935,169.892,10,4.5,mb,,120,2.263,0.81,us,us2000hgs1,2018-10-02T18:48:38.040Z,"222km W of Ile Hunter, New Caledonia",earthquake,12.9,1.9,0.272,4,reviewed,us,us
2018-09-10T20:41:23.880Z,-22.089,169.8181,10,4.8,mb,,99,2.256,1.23,us,us2000hc3t,2018-10-03T12:32:19.040Z,"208km ESE of Tadine, New Caledonia",earthquake,9.5,1.9,0.105,28,reviewed,us,us
2018-09-10T20:24:41.060Z,-17.8993,-178.0013,576.96,5.1,mb,,31,3.762,1.02,us,us2000hc33,2018-10-02T12:45:34.234Z,"Fiji region",earthquake,11.1,5.2,0.027,457,reviewed,us,us
2018-09-10T20:22:24.280Z,-8.1902,116.5118,10,5.1,mww,,49,2.351,0.9,us,us2000hc2z,2018-10-02T12:43:58.146Z,"9km NNW of Obelobel, Indonesia",earthquake,7.2,1.8,0.075,17,reviewed,us,us
2018-09-10T19:58:45.730Z,42.6802,141.9843,35,4.6,mb,,72,1.094,0.8,us,us2000hc2j,2018-10-02T12:42:07.040Z,"31km E of Tomakomai, Japan",earthquake,6.6,2,0.048,131,reviewed,us,us
2018-09-10T19:42:24.250Z,-22.1428,169.7829,10,4.6,mb,,123,2.212,1.1,us,us2000hgs0,2018-10-02T18:40:44.040Z,"207km ESE of Tadine, New Caledonia",earthquake,9.1,2,0.172,13,reviewed,us,us
2018-09-10T19:31:37.420Z,-21.988,170.1584,12,6.3,mww,,29,2.587,1.02,us,us2000hc1x,2018-10-02T12:48:57.180Z,"200km WNW of Ile Hunter, New Caledonia",earthquake,8.7,1.6,0.036,74,reviewed,us,us
2018-09-10T17:48:07.050Z,-33.8907,-179.0387,10,4.5,mb,,203,4.252,0.45,us,us2000hgrw,2018-10-02T17:21:49.040Z,"272km S of L'Esperance Rock, New Zealand",earthquake,9.9,1.9,0.171,10,reviewed,us,us
2018-09-10T17:15:48.800Z,16.0459,-98.2393,8.07,4.9,mww,,99,1.54,0.92,us,us2000hbzi,2018-10-02T12:36:46.946Z,"38km SW of Santiago Pinotepa Nacional, Mexico",earthquake,8.3,3.2,0.073,18,reviewed,us,us
